FECHA;ALTITUD;TMEDIA;TMIN;TMAX;DIR;VELMEDIA;RACHA;SOL;PRESMAX;PRESMIN
2014-04-01;218.91304347826087;15.034782608695652;11.634782608695653;18.469565217391306;13.15;2.51;8.5;6.35;1004.6333333333333;996.8000000000001
2014-04-02;218.91304347826087;13.008695652173913;10.995652173913044;15.01304347826087;26.6;2.9899999999999998;10.52;0.55;996.85;992.6333333333333
2014-04-03;218.91304347826087;12.517391304347825;9.247826086956522;15.786956521739132;35.4;3.44;11.9;3.45;1007.1333333333333;994.7666666666668
2014-04-04;218.91304347826087;14.539130434782608;10.156521739130435;18.92608695652174;29.45;3.9200000000000004;12.17;9.3;1012.8833333333333;1007.1166666666667
2014-04-05;218.91304347826087;17.63478260869565;12.58695652173913;22.678260869565218;32.35;3.145;9.96;11.45;1012.9666666666667;1009.0500000000001
2014-04-06;218.91304347826087;18.740909090909092;13.177272727272726;24.30454545454546;19.61111111111111;1.8050000000000002;6.7555555555555555;11.55;1006.65;1004.35
2014-04-07;218.91304347826087;18.604347826086954;13.256521739130434;23.94782608695652;19.57894736842105;2.0300000000000002;6.8;11.65;1010.9666666666667;1008.7666666666668
2014-04-08;218.91304347826087;19.48695652173913;13.286956521739128;25.695652173913043;30.25;1.77;6.18;11.6;1011.3166666666666;1008.8833333333333
2014-04-09;218.91304347826087;17.61;13.705000000000002;21.509999999999998;18.944444444444443;2.236842105263158;7.3999999999999995;6.449999999999999;1020.875;1017.475
2014-04-10;218.91304347826087;17.336363636363636;12.336363636363636;22.336363636363636;26.63157894736842;2.0210526315789474;7.794736842105263;8.2;1019.5;1014.4200000000001
2014-04-11;218.91304347826087;19.543478260869566;15.182608695652174;23.90869565217391;19.75;2.43;9.690000000000001;8.45;1007.2666666666668;1002.7833333333333
2014-04-12;218.91304347826087;18.652173913043477;13.039130434782608;24.247826086956525;22.7;2.98;9.605;11.55;1009.1166666666667;1001.8499999999999
2014-04-13;218.91304347826087;17.70909090909091;13.227272727272727;22.19090909090909;19.526315789473685;3.225;9.336842105263159;11.4;1010.85;1007.4666666666667
2014-04-14;218.91304347826087;17.539130434782606;13.882608695652175;21.191304347826087;15.7;2.6550000000000002;8.6;6.1;1009.1333333333333;1005.6
2014-04-15;218.91304347826087;18.382608695652173;13.47391304347826;23.304347826086957;24.85;2.05;6.87;9.9;1008.0333333333333;1005.4499999999999
2014-04-16;218.91304347826087;18.38695652173913;13.273913043478261;23.51304347826087;28.15;1.6350000000000002;6.0600000000000005;10.649999999999999;1009.25;1006.7166666666667
2014-04-17;218.91304347826087;18.37391304347826;13.4;23.330434782608698;22.15;1.9899999999999998;7.609999999999999;10.1;1009.5;1006.3333333333334
2014-04-18;218.91304347826087;18.821739130434782;12.92608695652174;24.678260869565218;24.1;2.46;8.15;11.3;1007.25;1001.7333333333332
2014-04-19;218.91304347826087;17.747826086956522;14.330434782608696;21.169565217391305;32.9;3.95;11.785;3.2;1002.0666666666666;997.6333333333333
2014-04-20;218.91304347826087;14.717391304347826;12.960869565217392;16.469565217391306;26.8;2.225;11.215;1.05;1000.35;996.3833333333333
2014-04-21;218.91304347826087;14.281818181818181;12.172727272727274;16.386363636363637;23.36842105263158;2.37;10.657894736842104;0.6;999.6;994.0600000000001
2014-04-22;218.91304347826087;16.686363636363637;11.840909090909092;21.54090909090909;25.42105263157895;3.4899999999999998;10.242105263157894;10.35;1010.8333333333334;1001.3166666666666
2014-04-23;218.91304347826087;17.40434782608696;12.48695652173913;22.321739130434782;31.526315789473685;2.3157894736842106;7.989473684210527;11.05;1012.4666666666667;1009.4499999999999
