Fecha;Provincia;Festividad
01/05/2014;ALBACETE;Fiesta del Trabajo
01/05/2014;ALICANTE;Fiesta del Trabajo
01/05/2014;ALMERIA;Fiesta del Trabajo
01/05/2014;ALAVA;Fiesta del Trabajo
01/05/2014;ASTURIAS;Fiesta del Trabajo
01/05/2014;AVILA;Fiesta del Trabajo
01/05/2014;BADAJOZ;Fiesta del Trabajo
01/05/2014;ILLES BALEARS;Fiesta del Trabajo
01/05/2014;BARCELONA;Fiesta del Trabajo
01/05/2014;BIZKAIA;Fiesta del Trabajo
01/05/2014;BURGOS;Fiesta del Trabajo
01/05/2014;CACERES;Fiesta del Trabajo
01/05/2014;CADIZ;Fiesta del Trabajo
01/05/2014;CANTABRIA;Fiesta del Trabajo
01/05/2014;CASTELLON;Fiesta del Trabajo
01/05/2014;CEUTA;Fiesta del Trabajo
01/05/2014;CIUDAD REAL;Fiesta del Trabajo
01/05/2014;CORDOBA;Fiesta del Trabajo
01/05/2014;CUENCA;Fiesta del Trabajo
01/05/2014;GIPUZKOA;Fiesta del Trabajo
01/05/2014;GIRONA;Fiesta del Trabajo
01/05/2014;GRANADA;Fiesta del Trabajo
01/05/2014;GUADALAJARA;Fiesta del Trabajo
01/05/2014;HUELVA;Fiesta del Trabajo
01/05/2014;HUESCA;Fiesta del Trabajo
01/05/2014;ILLES BALEARS;Fiesta del Trabajo
01/05/2014;JAEN;Fiesta del Trabajo
01/05/2014;LA RIOJA;Fiesta del Trabajo
01/05/2014;LAS PALMAS;Fiesta del Trabajo
01/05/2014;LEON;Fiesta del Trabajo
01/05/2014;LLEIDA;Fiesta del Trabajo
01/05/2014;LUGO;Fiesta del Trabajo
01/05/2014;MADRID;Fiesta del Trabajo
01/05/2014;MALAGA;Fiesta del Trabajo
01/05/2014;MELILLA;Fiesta del Trabajo
01/05/2014;MURCIA;Fiesta del Trabajo
01/05/2014;NAVARRA;Fiesta del Trabajo
01/05/2014;OURENSE;Fiesta del Trabajo
01/05/2014;PALENCIA;Fiesta del Trabajo
01/05/2014;PONTEVEDRA;Fiesta del Trabajo
01/05/2014;SALAMANCA;Fiesta del Trabajo
01/05/2014;SANTA CRUZ DE TENERIFE;Fiesta del Trabajo
01/05/2014;SEGOVIA;Fiesta del Trabajo
01/05/2014;SEVILLA;Fiesta del Trabajo
01/05/2014;SORIA;Fiesta del Trabajo
01/05/2014;SANTA CRUZ DE TENERIFE;Fiesta del Trabajo
01/05/2014;TARRAGONA;Fiesta del Trabajo
01/05/2014;TERUEL;Fiesta del Trabajo
01/05/2014;TOLEDO;Fiesta del Trabajo
01/05/2014;VALENCIA;Fiesta del Trabajo
01/05/2014;VALLADOLID;Fiesta del Trabajo
01/05/2014;ZAMORA;Fiesta del Trabajo
01/05/2014;ZARAGOZA;Fiesta del Trabajo
15/08/2014;A CORUÑA;Asunción de la Virgen
15/08/2014;ALBACETE;Asunción de la Virgen
15/08/2014;ALICANTE;Asunción de la Virgen
15/08/2014;ALMERIA;Asunción de la Virgen
15/08/2014;ALAVA;Asunción de la Virgen
15/08/2014;ASTURIAS;Asunción de la Virgen
15/08/2014;AVILA;Asunción de la Virgen
15/08/2014;BADAJOZ;Asunción de la Virgen
15/08/2014;ILLES BALEARS;Asunción de la Virgen
15/08/2014;BARCELONA;Asunción de la Virgen
15/08/2014;BIZKAIA;Asunción de la Virgen
15/08/2014;BURGOS;Asunción de la Virgen
15/08/2014;CACERES;Asunción de la Virgen
15/08/2014;CADIZ;Asunción de la Virgen
15/08/2014;CANTABRIA;Asunción de la Virgen
15/08/2014;CASTELLON;Asunción de la Virgen
15/08/2014;CEUTA;Asunción de la Virgen
15/08/2014;CIUDAD REAL;Asunción de la Virgen
15/08/2014;CORDOBA;Asunción de la Virgen
15/08/2014;CUENCA;Asunción de la Virgen
15/08/2014;GIPUZKOA;Asunción de la Virgen
15/08/2014;GIRONA;Asunción de la Virgen
15/08/2014;GRANADA;Asunción de la Virgen
15/08/2014;GUADALAJARA;Asunción de la Virgen
15/08/2014;HUELVA;Asunción de la Virgen
15/08/2014;HUESCA;Asunción de la Virgen
15/08/2014;ILLES BALEARS;Asunción de la Virgen
15/08/2014;JAEN;Asunción de la Virgen
15/08/2014;LA RIOJA;Asunción de la Virgen
15/08/2014;LAS PALMAS;Asunción de la Virgen
15/08/2014;LEON;Asunción de la Virgen
15/08/2014;LLEIDA;Asunción de la Virgen
15/08/2014;LUGO;Asunción de la Virgen
15/08/2014;MADRID;Asunción de la Virgen
15/08/2014;MALAGA;Asunción de la Virgen
15/08/2014;MELILLA;Asunción de la Virgen
15/08/2014;MURCIA;Asunción de la Virgen
15/08/2014;NAVARRA;Asunción de la Virgen
15/08/2014;OURENSE;Asunción de la Virgen
15/08/2014;PALENCIA;Asunción de la Virgen
15/08/2014;PONTEVEDRA;Asunción de la Virgen
15/08/2014;SALAMANCA;Asunción de la Virgen
15/08/2014;SANTA CRUZ DE TENERIFE;Asunción de la Virgen
15/08/2014;SEGOVIA;Asunción de la Virgen
15/08/2014;SEVILLA;Asunción de la Virgen
15/08/2014;SORIA;Asunción de la Virgen
15/08/2014;SANTA CRUZ DE TENERIFE;Asunción de la Virgen
15/08/2014;TARRAGONA;Asunción de la Virgen
15/08/2014;TERUEL;Asunción de la Virgen
15/08/2014;TOLEDO;Asunción de la Virgen
15/08/2014;VALENCIA;Asunción de la Virgen
15/08/2014;VALLADOLID;Asunción de la Virgen
15/08/2014;ZAMORA;Asunción de la Virgen
15/08/2014;ZARAGOZA;Asunción de la Virgen
12/10/2014;A CORUÑA;Fiesta Nacional de España
12/10/2014;ALBACETE;Fiesta Nacional de España
12/10/2014;ALICANTE;Fiesta Nacional de España
12/10/2014;ALMERIA;Fiesta Nacional de España
12/10/2014;ALAVA;Fiesta Nacional de España
12/10/2014;ASTURIAS;Fiesta Nacional de España
12/10/2014;AVILA;Fiesta Nacional de España
12/10/2014;BADAJOZ;Fiesta Nacional de España
12/10/2014;ILLES BALEARS;Fiesta Nacional de España
12/10/2014;BARCELONA;Fiesta Nacional de España
12/10/2014;BIZKAIA;Fiesta Nacional de España
12/10/2014;BURGOS;Fiesta Nacional de España
12/10/2014;CACERES;Fiesta Nacional de España
12/10/2014;CADIZ;Fiesta Nacional de España
12/10/2014;CANTABRIA;Fiesta Nacional de España
12/10/2014;CASTELLON;Fiesta Nacional de España
12/10/2014;CEUTA;Fiesta Nacional de España
12/10/2014;CIUDAD REAL;Fiesta Nacional de España
12/10/2014;CORDOBA;Fiesta Nacional de España
12/10/2014;CUENCA;Fiesta Nacional de España
12/10/2014;GIPUZKOA;Fiesta Nacional de España
12/10/2014;GIRONA;Fiesta Nacional de España
12/10/2014;GRANADA;Fiesta Nacional de España
12/10/2014;GUADALAJARA;Fiesta Nacional de España
12/10/2014;HUELVA;Fiesta Nacional de España
12/10/2014;HUESCA;Fiesta Nacional de España
12/10/2014;ILLES BALEARS;Fiesta Nacional de España
12/10/2014;JAEN;Fiesta Nacional de España
12/10/2014;LA RIOJA;Fiesta Nacional de España
12/10/2014;LAS PALMAS;Fiesta Nacional de España
12/10/2014;LEON;Fiesta Nacional de España
12/10/2014;LLEIDA;Fiesta Nacional de España
12/10/2014;LUGO;Fiesta Nacional de España
12/10/2014;MADRID;Fiesta Nacional de España
12/10/2014;MALAGA;Fiesta Nacional de España
12/10/2014;MELILLA;Fiesta Nacional de España
12/10/2014;MURCIA;Fiesta Nacional de España
12/10/2014;NAVARRA;Fiesta Nacional de España
12/10/2014;OURENSE;Fiesta Nacional de España
12/10/2014;PALENCIA;Fiesta Nacional de España
12/10/2014;PONTEVEDRA;Fiesta Nacional de España
12/10/2014;SALAMANCA;Fiesta Nacional de España
12/10/2014;SANTA CRUZ DE TENERIFE;Fiesta Nacional de España
12/10/2014;SEGOVIA;Fiesta Nacional de España
12/10/2014;SEVILLA;Fiesta Nacional de España
12/10/2014;SORIA;Fiesta Nacional de España
12/10/2014;SANTA CRUZ DE TENERIFE;Fiesta Nacional de España
12/10/2014;TARRAGONA;Fiesta Nacional de España
12/10/2014;TERUEL;Fiesta Nacional de España
12/10/2014;TOLEDO;Fiesta Nacional de España
12/10/2014;VALENCIA;Fiesta Nacional de España
12/10/2014;VALLADOLID;Fiesta Nacional de España
12/10/2014;ZAMORA;Fiesta Nacional de España
12/10/2014;ZARAGOZA;Fiesta Nacional de España
01/11/2014;A CORUÑA;Todos los Santos
01/11/2014;ALBACETE;Todos los Santos
01/11/2014;ALICANTE;Todos los Santos
01/11/2014;ALMERIA;Todos los Santos
01/11/2014;ALAVA;Todos los Santos
01/11/2014;ASTURIAS;Todos los Santos
01/11/2014;AVILA;Todos los Santos
01/11/2014;BADAJOZ;Todos los Santos
01/11/2014;ILLES BALEARS;Todos los Santos
01/11/2014;BARCELONA;Todos los Santos
01/11/2014;BIZKAIA;Todos los Santos
01/11/2014;BURGOS;Todos los Santos
01/11/2014;CACERES;Todos los Santos
01/11/2014;CADIZ;Todos los Santos
01/11/2014;CANTABRIA;Todos los Santos
01/11/2014;CASTELLON;Todos los Santos
01/11/2014;CEUTA;Todos los Santos
01/11/2014;CIUDAD REAL;Todos los Santos
01/11/2014;CORDOBA;Todos los Santos
01/11/2014;CUENCA;Todos los Santos
01/11/2014;GIPUZKOA;Todos los Santos
01/11/2014;GIRONA;Todos los Santos
01/11/2014;GRANADA;Todos los Santos
01/11/2014;GUADALAJARA;Todos los Santos
01/11/2014;HUELVA;Todos los Santos
01/11/2014;HUESCA;Todos los Santos
01/11/2014;ILLES BALEARS;Todos los Santos
01/11/2014;JAEN;Todos los Santos
01/11/2014;LA RIOJA;Todos los Santos
01/11/2014;LAS PALMAS;Todos los Santos
01/11/2014;LEON;Todos los Santos
01/11/2014;LLEIDA;Todos los Santos
01/11/2014;LUGO;Todos los Santos
01/11/2014;MADRID;Todos los Santos
01/11/2014;MALAGA;Todos los Santos
01/11/2014;MELILLA;Todos los Santos
01/11/2014;MURCIA;Todos los Santos
01/11/2014;NAVARRA;Todos los Santos
01/11/2014;OURENSE;Todos los Santos
01/11/2014;PALENCIA;Todos los Santos
01/11/2014;PONTEVEDRA;Todos los Santos
01/11/2014;SALAMANCA;Todos los Santos
01/11/2014;SANTA CRUZ DE TENERIFE;Todos los Santos
01/11/2014;SEGOVIA;Todos los Santos
01/11/2014;SEVILLA;Todos los Santos
01/11/2014;SORIA;Todos los Santos
01/11/2014;SANTA CRUZ DE TENERIFE;Todos los Santos
01/11/2014;TARRAGONA;Todos los Santos
01/11/2014;TERUEL;Todos los Santos
01/11/2014;TOLEDO;Todos los Santos
01/11/2014;VALENCIA;Todos los Santos
01/11/2014;VALLADOLID;Todos los Santos
01/11/2014;ZAMORA;Todos los Santos
01/11/2014;ZARAGOZA;Todos los Santos
06/12/2014;A CORUÑA;Día de la Constitución Española
06/12/2014;ALBACETE;Día de la Constitución Española
06/12/2014;ALICANTE;Día de la Constitución Española
06/12/2014;ALMERIA;Día de la Constitución Española
06/12/2014;ALAVA;Día de la Constitución Española
06/12/2014;ASTURIAS;Día de la Constitución Española
06/12/2014;AVILA;Día de la Constitución Española
06/12/2014;BADAJOZ;Día de la Constitución Española
06/12/2014;ILLES BALEARS;Día de la Constitución Española
06/12/2014;BARCELONA;Día de la Constitución Española
06/12/2014;BIZKAIA;Día de la Constitución Española
06/12/2014;BURGOS;Día de la Constitución Española
06/12/2014;CACERES;Día de la Constitución Española
06/12/2014;CADIZ;Día de la Constitución Española
06/12/2014;CANTABRIA;Día de la Constitución Española
06/12/2014;CASTELLON;Día de la Constitución Española
06/12/2014;CEUTA;Día de la Constitución Española
06/12/2014;CIUDAD REAL;Día de la Constitución Española
06/12/2014;CORDOBA;Día de la Constitución Española
06/12/2014;CUENCA;Día de la Constitución Española
06/12/2014;GIPUZKOA;Día de la Constitución Española
06/12/2014;GIRONA;Día de la Constitución Española
06/12/2014;GRANADA;Día de la Constitución Española
06/12/2014;GUADALAJARA;Día de la Constitución Española
06/12/2014;HUELVA;Día de la Constitución Española
06/12/2014;HUESCA;Día de la Constitución Española
06/12/2014;ILLES BALEARS;Día de la Constitución Española
06/12/2014;JAEN;Día de la Constitución Española
06/12/2014;LA RIOJA;Día de la Constitución Española
06/12/2014;LAS PALMAS;Día de la Constitución Española
06/12/2014;LEON;Día de la Constitución Española
06/12/2014;LLEIDA;Día de la Constitución Española
06/12/2014;LUGO;Día de la Constitución Española
06/12/2014;MADRID;Día de la Constitución Española
06/12/2014;MALAGA;Día de la Constitución Española
06/12/2014;MELILLA;Día de la Constitución Española
06/12/2014;MURCIA;Día de la Constitución Española
06/12/2014;NAVARRA;Día de la Constitución Española
06/12/2014;OURENSE;Día de la Constitución Española
06/12/2014;PALENCIA;Día de la Constitución Española
06/12/2014;PONTEVEDRA;Día de la Constitución Española
06/12/2014;SALAMANCA;Día de la Constitución Española
06/12/2014;SANTA CRUZ DE TENERIFE;Día de la Constitución Española
06/12/2014;SEGOVIA;Día de la Constitución Española
06/12/2014;SEVILLA;Día de la Constitución Española
06/12/2014;SORIA;Día de la Constitución Española
06/12/2014;SANTA CRUZ DE TENERIFE;Día de la Constitución Española
06/12/2014;TARRAGONA;Día de la Constitución Española
06/12/2014;TERUEL;Día de la Constitución Española
06/12/2014;TOLEDO;Día de la Constitución Española
06/12/2014;VALENCIA;Día de la Constitución Española
06/12/2014;VALLADOLID;Día de la Constitución Española
06/12/2014;ZAMORA;Día de la Constitución Española
06/12/2014;ZARAGOZA;Día de la Constitución Española
08/12/2014;A CORUÑA;Inmaculada Concepción
08/12/2014;ALBACETE;Inmaculada Concepción
08/12/2014;ALICANTE;Inmaculada Concepción
08/12/2014;ALMERIA;Inmaculada Concepción
08/12/2014;ALAVA;Inmaculada Concepción
08/12/2014;ASTURIAS;Inmaculada Concepción
08/12/2014;AVILA;Inmaculada Concepción
08/12/2014;BADAJOZ;Inmaculada Concepción
08/12/2014;ILLES BALEARS;Inmaculada Concepción
08/12/2014;BARCELONA;Inmaculada Concepción
08/12/2014;BIZKAIA;Inmaculada Concepción
08/12/2014;BURGOS;Inmaculada Concepción
08/12/2014;CACERES;Inmaculada Concepción
08/12/2014;CADIZ;Inmaculada Concepción
08/12/2014;CANTABRIA;Inmaculada Concepción
08/12/2014;CASTELLON;Inmaculada Concepción
08/12/2014;CEUTA;Inmaculada Concepción
08/12/2014;CIUDAD REAL;Inmaculada Concepción
08/12/2014;CORDOBA;Inmaculada Concepción
08/12/2014;CUENCA;Inmaculada Concepción
08/12/2014;GIPUZKOA;Inmaculada Concepción
08/12/2014;GIRONA;Inmaculada Concepción
08/12/2014;GRANADA;Inmaculada Concepción
08/12/2014;GUADALAJARA;Inmaculada Concepción
08/12/2014;HUELVA;Inmaculada Concepción
08/12/2014;HUESCA;Inmaculada Concepción
08/12/2014;ILLES BALEARS;Inmaculada Concepción
08/12/2014;JAEN;Inmaculada Concepción
08/12/2014;LA RIOJA;Inmaculada Concepción
08/12/2014;LAS PALMAS;Inmaculada Concepción
08/12/2014;LEON;Inmaculada Concepción
08/12/2014;LLEIDA;Inmaculada Concepción
08/12/2014;LUGO;Inmaculada Concepción
08/12/2014;MADRID;Inmaculada Concepción
08/12/2014;MALAGA;Inmaculada Concepción
08/12/2014;MELILLA;Inmaculada Concepción
08/12/2014;MURCIA;Inmaculada Concepción
08/12/2014;NAVARRA;Inmaculada Concepción
08/12/2014;OURENSE;Inmaculada Concepción
08/12/2014;PALENCIA;Inmaculada Concepción
08/12/2014;PONTEVEDRA;Inmaculada Concepción
08/12/2014;SALAMANCA;Inmaculada Concepción
08/12/2014;SANTA CRUZ DE TENERIFE;Inmaculada Concepción
08/12/2014;SEGOVIA;Inmaculada Concepción
08/12/2014;SEVILLA;Inmaculada Concepción
08/12/2014;SORIA;Inmaculada Concepción
08/12/2014;SANTA CRUZ DE TENERIFE;Inmaculada Concepción
08/12/2014;TARRAGONA;Inmaculada Concepción
08/12/2014;TERUEL;Inmaculada Concepción
08/12/2014;TOLEDO;Inmaculada Concepción
08/12/2014;VALENCIA;Inmaculada Concepción
08/12/2014;VALLADOLID;Inmaculada Concepción
08/12/2014;ZAMORA;Inmaculada Concepción
08/12/2014;ZARAGOZA;Inmaculada Concepción
25/12/2014;A CORUÑA;Natividad del Señor
25/12/2014;ALBACETE;Natividad del Señor
25/12/2014;ALICANTE;Natividad del Señor
25/12/2014;ALMERIA;Natividad del Señor
25/12/2014;ALAVA;Natividad del Señor
25/12/2014;ASTURIAS;Natividad del Señor
25/12/2014;AVILA;Natividad del Señor
25/12/2014;BADAJOZ;Natividad del Señor
25/12/2014;ILLES BALEARS;Natividad del Señor
25/12/2014;BARCELONA;Natividad del Señor
25/12/2014;BIZKAIA;Natividad del Señor
25/12/2014;BURGOS;Natividad del Señor
25/12/2014;CACERES;Natividad del Señor
25/12/2014;CADIZ;Natividad del Señor
25/12/2014;CANTABRIA;Natividad del Señor
25/12/2014;CASTELLON;Natividad del Señor
25/12/2014;CEUTA;Natividad del Señor
25/12/2014;CIUDAD REAL;Natividad del Señor
25/12/2014;CORDOBA;Natividad del Señor
25/12/2014;CUENCA;Natividad del Señor
25/12/2014;GIPUZKOA;Natividad del Señor
25/12/2014;GIRONA;Natividad del Señor
25/12/2014;GRANADA;Natividad del Señor
25/12/2014;GUADALAJARA;Natividad del Señor
25/12/2014;HUELVA;Natividad del Señor
25/12/2014;HUESCA;Natividad del Señor
25/12/2014;ILLES BALEARS;Natividad del Señor
25/12/2014;JAEN;Natividad del Señor
25/12/2014;LA RIOJA;Natividad del Señor
25/12/2014;LAS PALMAS;Natividad del Señor
25/12/2014;LEON;Natividad del Señor
25/12/2014;LLEIDA;Natividad del Señor
25/12/2014;LUGO;Natividad del Señor
25/12/2014;MADRID;Natividad del Señor
25/12/2014;MALAGA;Natividad del Señor
25/12/2014;MELILLA;Natividad del Señor
25/12/2014;MURCIA;Natividad del Señor
25/12/2014;NAVARRA;Natividad del Señor
25/12/2014;OURENSE;Natividad del Señor
25/12/2014;PALENCIA;Natividad del Señor
25/12/2014;PONTEVEDRA;Natividad del Señor
25/12/2014;SALAMANCA;Natividad del Señor
25/12/2014;SANTA CRUZ DE TENERIFE;Natividad del Señor
25/12/2014;SEGOVIA;Natividad del Señor
25/12/2014;SEVILLA;Natividad del Señor
25/12/2014;SORIA;Natividad del Señor
25/12/2014;SANTA CRUZ DE TENERIFE;Natividad del Señor
25/12/2014;TARRAGONA;Natividad del Señor
25/12/2014;TERUEL;Natividad del Señor
25/12/2014;TOLEDO;Natividad del Señor
25/12/2014;VALENCIA;Natividad del Señor
25/12/2014;VALLADOLID;Natividad del Señor
25/12/2014;ZAMORA;Natividad del Señor
25/12/2014;ZARAGOZA;Natividad del Señor
01/01/2015;A CORUÑA;Año Nuevo
01/01/2015;ALBACETE;Año Nuevo
01/01/2015;ALICANTE;Año Nuevo
01/01/2015;ALMERIA;Año Nuevo
01/01/2015;ALAVA;Año Nuevo
01/01/2015;ASTURIAS;Año Nuevo
01/01/2015;AVILA;Año Nuevo
01/01/2015;BADAJOZ;Año Nuevo
01/01/2015;ILLES BALEARS;Año Nuevo
01/01/2015;BARCELONA;Año Nuevo
01/01/2015;BIZKAIA;Año Nuevo
01/01/2015;BURGOS;Año Nuevo
01/01/2015;CACERES;Año Nuevo
01/01/2015;CADIZ;Año Nuevo
01/01/2015;CANTABRIA;Año Nuevo
01/01/2015;CASTELLON;Año Nuevo
01/01/2015;CEUTA;Año Nuevo
01/01/2015;CIUDAD REAL;Año Nuevo
01/01/2015;CORDOBA;Año Nuevo
01/01/2015;CUENCA;Año Nuevo
01/01/2015;GIPUZKOA;Año Nuevo
01/01/2015;GIRONA;Año Nuevo
01/01/2015;GRANADA;Año Nuevo
01/01/2015;GUADALAJARA;Año Nuevo
01/01/2015;HUELVA;Año Nuevo
01/01/2015;HUESCA;Año Nuevo
01/01/2015;ILLES BALEARS;Año Nuevo
01/01/2015;JAEN;Año Nuevo
01/01/2015;LA RIOJA;Año Nuevo
01/01/2015;LAS PALMAS;Año Nuevo
01/01/2015;LEON;Año Nuevo
01/01/2015;LLEIDA;Año Nuevo
01/01/2015;LUGO;Año Nuevo
01/01/2015;MADRID;Año Nuevo
01/01/2015;MALAGA;Año Nuevo
01/01/2015;MELILLA;Año Nuevo
01/01/2015;MURCIA;Año Nuevo
01/01/2015;NAVARRA;Año Nuevo
01/01/2015;OURENSE;Año Nuevo
01/01/2015;PALENCIA;Año Nuevo
01/01/2015;PONTEVEDRA;Año Nuevo
01/01/2015;SALAMANCA;Año Nuevo
01/01/2015;SANTA CRUZ DE TENERIFE;Año Nuevo
01/01/2015;SEGOVIA;Año Nuevo
01/01/2015;SEVILLA;Año Nuevo
01/01/2015;SORIA;Año Nuevo
01/01/2015;SANTA CRUZ DE TENERIFE;Año Nuevo
01/01/2015;TARRAGONA;Año Nuevo
01/01/2015;TERUEL;Año Nuevo
01/01/2015;TOLEDO;Año Nuevo
01/01/2015;VALENCIA;Año Nuevo
01/01/2015;VALLADOLID;Año Nuevo
01/01/2015;ZAMORA;Año Nuevo
01/01/2015;ZARAGOZA;Año Nuevo
06/01/2015;A CORUÑA;Epifanía del Señor
06/01/2015;ALBACETE;Epifanía del Señor
06/01/2015;ALICANTE;Epifanía del Señor
06/01/2015;ALMERIA;Epifanía del Señor
06/01/2015;ALAVA;Epifanía del Señor
06/01/2015;ASTURIAS;Epifanía del Señor
06/01/2015;AVILA;Epifanía del Señor
06/01/2015;BADAJOZ;Epifanía del Señor
06/01/2015;ILLES BALEARS;Epifanía del Señor
06/01/2015;BARCELONA;Epifanía del Señor
06/01/2015;BIZKAIA;Epifanía del Señor
06/01/2015;BURGOS;Epifanía del Señor
06/01/2015;CACERES;Epifanía del Señor
06/01/2015;CADIZ;Epifanía del Señor
06/01/2015;CANTABRIA;Epifanía del Señor
06/01/2015;CASTELLON;Epifanía del Señor
06/01/2015;CEUTA;Epifanía del Señor
06/01/2015;CIUDAD REAL;Epifanía del Señor
06/01/2015;CORDOBA;Epifanía del Señor
06/01/2015;CUENCA;Epifanía del Señor
06/01/2015;GIPUZKOA;Epifanía del Señor
06/01/2015;GIRONA;Epifanía del Señor
06/01/2015;GRANADA;Epifanía del Señor
06/01/2015;GUADALAJARA;Epifanía del Señor
06/01/2015;HUELVA;Epifanía del Señor
06/01/2015;HUESCA;Epifanía del Señor
06/01/2015;ILLES BALEARS;Epifanía del Señor
06/01/2015;JAEN;Epifanía del Señor
06/01/2015;LA RIOJA;Epifanía del Señor
06/01/2015;LAS PALMAS;Epifanía del Señor
06/01/2015;LEON;Epifanía del Señor
06/01/2015;LLEIDA;Epifanía del Señor
06/01/2015;LUGO;Epifanía del Señor
06/01/2015;MADRID;Epifanía del Señor
06/01/2015;MALAGA;Epifanía del Señor
06/01/2015;MELILLA;Epifanía del Señor
06/01/2015;MURCIA;Epifanía del Señor
06/01/2015;NAVARRA;Epifanía del Señor
06/01/2015;OURENSE;Epifanía del Señor
06/01/2015;PALENCIA;Epifanía del Señor
06/01/2015;PONTEVEDRA;Epifanía del Señor
06/01/2015;SALAMANCA;Epifanía del Señor
06/01/2015;SANTA CRUZ DE TENERIFE;Epifanía del Señor
06/01/2015;SEGOVIA;Epifanía del Señor
06/01/2015;SEVILLA;Epifanía del Señor
06/01/2015;SORIA;Epifanía del Señor
06/01/2015;SANTA CRUZ DE TENERIFE;Epifanía del Señor
06/01/2015;TARRAGONA;Epifanía del Señor
06/01/2015;TERUEL;Epifanía del Señor
06/01/2015;TOLEDO;Epifanía del Señor
06/01/2015;VALENCIA;Epifanía del Señor
06/01/2015;VALLADOLID;Epifanía del Señor
06/01/2015;ZAMORA;Epifanía del Señor
06/01/2015;ZARAGOZA;Epifanía del Señor
01/05/2015;A CORUÑA;Fiesta del Trabajo
01/05/2015;ALBACETE;Fiesta del Trabajo
01/05/2015;ALICANTE;Fiesta del Trabajo
01/05/2015;ALMERIA;Fiesta del Trabajo
01/05/2015;ALAVA;Fiesta del Trabajo
01/05/2015;ASTURIAS;Fiesta del Trabajo
01/05/2015;AVILA;Fiesta del Trabajo
01/05/2015;BADAJOZ;Fiesta del Trabajo
01/05/2015;ILLES BALEARS;Fiesta del Trabajo
01/05/2015;BARCELONA;Fiesta del Trabajo
01/05/2015;BIZKAIA;Fiesta del Trabajo
01/05/2015;BURGOS;Fiesta del Trabajo
01/05/2015;CACERES;Fiesta del Trabajo
01/05/2015;CADIZ;Fiesta del Trabajo
01/05/2015;CANTABRIA;Fiesta del Trabajo
01/05/2015;CASTELLON;Fiesta del Trabajo
01/05/2015;CEUTA;Fiesta del Trabajo
01/05/2015;CIUDAD REAL;Fiesta del Trabajo
01/05/2015;CORDOBA;Fiesta del Trabajo
01/05/2015;CUENCA;Fiesta del Trabajo
01/05/2015;GIPUZKOA;Fiesta del Trabajo
01/05/2015;GIRONA;Fiesta del Trabajo
01/05/2015;GRANADA;Fiesta del Trabajo
01/05/2015;GUADALAJARA;Fiesta del Trabajo
01/05/2015;HUELVA;Fiesta del Trabajo
01/05/2015;HUESCA;Fiesta del Trabajo
01/05/2015;ILLES BALEARS;Fiesta del Trabajo
01/05/2015;JAEN;Fiesta del Trabajo
01/05/2015;LA RIOJA;Fiesta del Trabajo
01/05/2015;LAS PALMAS;Fiesta del Trabajo
01/05/2015;LEON;Fiesta del Trabajo
01/05/2015;LLEIDA;Fiesta del Trabajo
01/05/2015;LUGO;Fiesta del Trabajo
01/05/2015;MADRID;Fiesta del Trabajo
01/05/2015;MALAGA;Fiesta del Trabajo
01/05/2015;MELILLA;Fiesta del Trabajo
01/05/2015;MURCIA;Fiesta del Trabajo
01/05/2015;NAVARRA;Fiesta del Trabajo
01/05/2015;OURENSE;Fiesta del Trabajo
01/05/2015;PALENCIA;Fiesta del Trabajo
01/05/2015;PONTEVEDRA;Fiesta del Trabajo
01/05/2015;SALAMANCA;Fiesta del Trabajo
01/05/2015;SANTA CRUZ DE TENERIFE;Fiesta del Trabajo
01/05/2015;SEGOVIA;Fiesta del Trabajo
01/05/2015;SEVILLA;Fiesta del Trabajo
01/05/2015;SORIA;Fiesta del Trabajo
01/05/2015;SANTA CRUZ DE TENERIFE;Fiesta del Trabajo
01/05/2015;TARRAGONA;Fiesta del Trabajo
01/05/2015;TERUEL;Fiesta del Trabajo
01/05/2015;TOLEDO;Fiesta del Trabajo
01/05/2015;VALENCIA;Fiesta del Trabajo
01/05/2015;VALLADOLID;Fiesta del Trabajo
01/05/2015;ZAMORA;Fiesta del Trabajo
01/05/2015;ZARAGOZA;Fiesta del Trabajo
15/08/2015;A CORUÑA;Asunción de la Virgen
15/08/2015;ALBACETE;Asunción de la Virgen
15/08/2015;ALICANTE;Asunción de la Virgen
15/08/2015;ALMERIA;Asunción de la Virgen
15/08/2015;ALAVA;Asunción de la Virgen
15/08/2015;ASTURIAS;Asunción de la Virgen
15/08/2015;AVILA;Asunción de la Virgen
15/08/2015;BADAJOZ;Asunción de la Virgen
15/08/2015;ILLES BALEARS;Asunción de la Virgen
15/08/2015;BARCELONA;Asunción de la Virgen
15/08/2015;BIZKAIA;Asunción de la Virgen
15/08/2015;BURGOS;Asunción de la Virgen
15/08/2015;CACERES;Asunción de la Virgen
15/08/2015;CADIZ;Asunción de la Virgen
15/08/2015;CANTABRIA;Asunción de la Virgen
15/08/2015;CASTELLON;Asunción de la Virgen
15/08/2015;CEUTA;Asunción de la Virgen
15/08/2015;CIUDAD REAL;Asunción de la Virgen
15/08/2015;CORDOBA;Asunción de la Virgen
15/08/2015;CUENCA;Asunción de la Virgen
15/08/2015;GIPUZKOA;Asunción de la Virgen
15/08/2015;GIRONA;Asunción de la Virgen
15/08/2015;GRANADA;Asunción de la Virgen
15/08/2015;GUADALAJARA;Asunción de la Virgen
